,label,text,clean_text
5637,Fake,"In New England, Rhode Island has the second highest number of police officers being assaulted.",new england rhode island second highest number police officers assaulted
5638,Fake,"My opponent, in 2008, had contributions investigated by the federal government.",opponent  contributions investigated federal government
5639,Real,"In recent polling in battleground states, a majority of the people said Hillary Clinton is untrustworthy.",recent polling battleground states majority people said hillary clinton untrustworthy
5640,Fake,Weve had the lowest health care inflation in history because of Obamacare.,weve lowest health care inflation history obamacare
5641,Fake,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",foreign trade offices overseas past decade new jersey opened offices shanghai london past six months seen  percent increase exports
5642,Real,President Obama has added $4 billion in debt every day.,president obama added  billion debt every day
5643,Real,"Says that as a gubernatorial candidate, Chris Christie promised no school cuts.",says gubernatorial candidate chris christie promised school cuts
5644,Real,Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.,eighty percent us communities depend solely trucks deliver supply products sold stores ordered online
5645,Real,"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America.",solution terrorists still today way isis knows advertising buy guns online gun shows united states america
5646,Real,"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.",despite president barack obamas promise cut healthcare costs average cost family policy
5647,Real,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",says texas department agriculture seeks purchase  promotional stress balls
5648,Fake,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",says didnt call dr george tiller baby killer liberal groups charge merely reporting prolifers branded
5649,Fake,"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything.",quotes mark cuban sayingi worry millions millennials voting democrat year factcheck everything
5650,Real,"A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.",cornell university research study concludes ethanol generates  percent energy loss meaning takes gallon gasoline produce gallon ethanol
5651,Real,Half of all adults have a pre-existing condition that could affecttheir health care coverage.,half adults preexisting condition could affecttheir health care coverage
5652,Fake,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",preparing rules package th congress gop discussions democrats
5653,Real,Research even shows that sending more girls to school can boost an entire countrys GDP.,research even shows sending girls school boost entire countrys gdp
5654,Real,The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,census cost  billion  census set cost  billion
5655,Fake,The United States has the most number of deductions available to corporations for the corporate income tax.,united states number deductions available corporations corporate income tax
5656,Fake,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",ups left  employees spouses without health insurance told go exchange employer subsidy
5657,Fake,"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",says goal affordable care act get  million people insured got  million
